genre_principal,genre_id,id,titre,titre_original,annee,date_sortie,note,nombre_votes,popularite,langue_originale,synopsis,adulte
Comédie,35,13,Forrest Gump,Forrest Gump,1994,1994-06-23,8.462,29235,24.6044,en,"À Savannah, État de Géorgie, Forrest Gump, assis sur un banc public, livre à qui veut l’entendre, l’étrange récit de sa vie mouvementée sur trois décennies. Il naît dans un bourg de l’Alabama, affecté d’un quotient intellectuel inférieur à la moyenne et d’une paralysie partielle des jambes. Souvent raillé à l’école, le jeune Forrest se lie d’amitié avec Jenny. Propulsé de l'état d'handicapé physique à celui de vedette du football, de héros du Vietnam au roi de la crevette, des honneurs de la Maison Blanche au bonheur d'une histoire d'amour, Forrest est le symbole d'une époque, un candide dans une Amérique qui a perdu son innocence.",False
Comédie,35,1137179,Yadang: The Snitch,야당,2025,2025-04-16,6.9,34,23.4403,ko,"Des informateurs professionnels appelés “ yadang ” fournissent des informations secrètes sur le monde de la drogue aux procureurs et à la police. Après une saisie de drogue au cours d'une fête à laquelle assistent des personnalités, un yadang chevronné doit se battre pour survivre.",False
Comédie,35,346698,Barbie,Barbie,2023,2023-07-19,6.9,10756,23.35,en,"Parallèlement au réel, il existe Barbie Land, un monde parfait où les poupées Barbie vivent joyeusement, persuadées d'avoir rendu les filles humaines heureuses. Mais un jour, une Barbie commence à se poser des questions et à devenir humaine. Sur les conseils d'une Barbie étrange, elle part pour le monde réel afin de retrouver la fille à laquelle elle appartenait afin de pouvoir retrouver sa perfection. Dans sa quête, elle est accompagnée par un Ken fou amoureux d'elle qui va également trouver un sens à sa vie dans le monde réel…",False
Comédie,35,466272,Once Upon a Time... in Hollywood,Once Upon a Time... in Hollywood,2019,2019-07-24,7.423,14537,23.0911,en,"En 1969, Rick Dalton – star déclinante d'une série télévisée de western – et Cliff Booth – sa doublure de toujours – assistent à la métamorphose artistique d'un Hollywood qu'ils ne reconnaissent plus du tout en essayant de relancer leurs carrières.",False
Comédie,35,1259102,Pour l'éternité,Eternity,2025,2025-11-26,6.976,415,22.8218,en,"Vieux couple marié depuis des années, Joan et Larry meurent à une semaine d'intervalle. À leur arrivée dans l’au-delà, ils découvrent que chaque âme doit choisir où - et avec qui - passer l’éternité. Alors qu’ils s’apprêtent à rejoindre leur paradis commun, un fantôme du passé réapparaît : Luke, le premier mari de Joan, mort durant la guerre de Corée, qui l’attend patiemment depuis 67 ans. Joan doit alors faire un choix impossible : le père de ses enfants, avec qui elle a partagé une vie entière, ou son amour passionné de jeunesse.",False
Comédie,35,808,Shrek,Shrek,2001,2001-05-18,7.756,18395,22.9758,en,"Shrek, un ogre verdâtre, cynique et malicieux, a élu domicile dans un marécage qu’il croit être un havre de paix. Un matin, alors qu’il sort faire sa toilette, il découvre de petites créatures agaçantes qui errent dans son marais. Shrek se rend alors au château du seigneur Lord Farquaad, qui aurait soi‐disant expulsé ces êtres de son royaume. Ce dernier souhaite épouser la princesse Fiona, mais celle‐ci est retenue prisonnière par un abominable dragon. Il lui faut un chevalier assez brave pour secourir la belle. Shrek accepte d’accomplir cette mission. En échange, le seigneur devra débarrasser son marécage de ces créatures envahissantes. Or, la princesse Fiona cache un secret terrifiant qui va entraîner Shrek et son compagnon l’âne dans une palpitante et périlleuse aventure.",False
Comédie,35,1242419,Roofman,Roofman,2025,2025-10-08,7.165,517,21.6908,en,"Jeffrey Manchester un vétéran et père en difficulté qui se met à cambrioler des McDonald's en perçant des trous dans leurs toits, ce qui lui vaut le surnom de « Roofman ». Après s'être évadé de prison, il vit secrètement dans un magasin Toys « R » Us pendant six mois, survivant sans être repéré tout en planifiant son prochain coup. Mais lorsqu'il tombe amoureux de Leigh, une mère divorcée, sa double vie commence à s'effondrer.",False
Comédie,35,701387,Bugonia,Bugonia,2025,2025-10-23,7.4,1397,22.393,en,"Deux jeunes hommes obsédés par les théories du complot kidnappent la PDG d’une grande entreprise, convaincus qu’elle est une extraterrestre déterminée à détruire la planète Terre.",False
Comédie,35,950387,"Minecraft, le film",A Minecraft Movie,2025,2025-03-31,6.285,2767,22.9581,en,"Quatre mésadaptés traversent soudainement un portail mystérieux menant à la Surface : un étrange univers cubique qui évolue grâce à l’imagination. Pour rentrer chez eux, ils se lancent dans une quête magique avec Steve, un surprenant fabricateur expert. L’aventure les poussera à faire preuve d’audace et à renouer avec les qualités qui donnent à chacun une créativité unique.",False
Comédie,35,957119,Closer,Sidelined: The QB and Me,2025,2025-02-06,6.19,168,22.692,en,"Dallas Bryan est pom-pom girl dans le secondaire. Elle vise une bourse d'études pour une école de danse convoitée et rien - ou personne - ne se mettra en travers de son chemin. Jusqu'à ce que le quarterback vedette du lycée, Drayton Lahey, fasse irruption dans sa vie.",False
Comédie,35,1433842,Relationship Goals,Relationship Goals,2026,2026-02-04,5.462,39,21.2426,en,"La productrice Leah Caldwell veut devenir la première femme à diriger la principale émission matinale de New York, mais son ex Jarrett Roy est en concurrence pour le même poste. Il dit être changé par le livre « La relation idéale », qui devient un thème récurrent quand ses amis s'en inspirent aussi. Leah se concentre sur sa carrière, mais l'alchimie avec son ex remet en question ses priorités.",False
Comédie,35,1241982,Vaiana 2,Moana 2,2024,2024-11-21,7.0,2923,20.9547,en,"Après avoir reçu une invitation inattendue de ses ancêtres, Vaiana entreprend un périple qui la conduira jusqu’aux eaux dangereuses situées aux confins des mers des îles du Pacifique. Elle y vivra des péripéties comme jamais vécues auparavant.",False
Comédie,35,643236,Rendez-vous chez les Malawas,Rendez-vous chez les Malawas,2019,2019-12-25,4.46,187,21.7282,fr,"Pour la spéciale Noël de son émission phare « Rencontre au bout du bout du monde », Léo Poli emmène non pas un, mais quatre invités exceptionnels. Est-ce vraiment une bonne idée ? Nos stars partent à la rencontre des Malawas, une des tribus les plus isolées du monde. Une comédie sur la nature… humaine.",False
Comédie,35,177572,Les Nouveaux Héros,Big Hero 6,2014,2014-10-24,7.725,16351,19.9639,en,"Un génie de la robotique nommé Hiro Hamada, se retrouve embarqué dans un complot criminel qui menace de détruire la paisible ville high-tech de San Fransokyo. Avec l’aide d’un de ses plus proche compagnon – un robot nommé Baymax –, Hiro s’associe à une équipe de jeunes amateurs qui s’est donnée pour mission de sauver la population.",False
Comédie,35,1363123,The Family Plan 2,The Family Plan 2,2025,2025-11-11,6.531,494,23.1606,en,"Maintenant que sa vie de tueur à gages appartient au passé, Dan rêve de fêter Noël avec ses enfants. Mais lorsqu'il apprend que sa fille a d'autres projets, il décide d'emmener sa famille en voyage à Londres, où ils seront confrontés à un ennemi inattendu.",False
Comédie,35,519182,"Moi, moche et méchant 4",Despicable Me 4,2024,2024-06-20,6.993,3065,19.7514,en,"Gru, Lucy et les filles, Margo, Édith et Agnès accueillent le petit dernier de la famille, Gru Junior, qui semble n’avoir qu’une passion : faire tourner son père en bourrique. Mais Gru est confronté à un nouvel ennemi, Maxime Le Mal, qui avec l’aide de sa petite amie, la fatale Valentina, va obliger toute la famille à fuir.",False
Comédie,35,1208348,Rental Family,Rental Family,2025,2025-11-20,7.881,362,21.9117,en,"Campé dans le Tokyo d’aujourd’hui, un acteur américain en crise professionnelle, embauché par une agence japonaise de « famille à louer », un emploi étrange qui lui fait jouer différents rôles auprès de parfaits inconnus. Plongeant dans le monde ses clients, il commence à former de véritables liens qui brouillent la frontière entre la fiction et la réalité. Face aux questions morales soulevées par son travail, il redécouvre un but, un sentiment d’appartenance et la beauté discrète des connexions humaines.",False
Comédie,35,585,Monstres & Cie,"Monsters, Inc.",2001,2001-11-01,7.847,19468,19.9679,en,"Monstropolis est une petite ville peuplée de monstres dont la principale source d’énergie provient des cris des enfants. Monstres & Cie est la plus grande usine de traitement de cris de la ville. Grâce au nombre impressionnant de portes de placards dont dispose l’usine, une équipe de monstres d’élite pénètre dans le monde des humains pour terrifier durant la nuit les enfants et récolter leurs hurlements. Le Terreur d’élite le plus réputé de Monstres & Cie s’appelle Jacques Sullivent, alias Sulli. C’est un monstre cornu de 2 m 40 de haut à la fourrure bleu-vert tachetée de violet. Une nuit, alors qu’il se trouve à « l'étage de la Terreur », il s’aperçoit qu’une porte de placard n’a pas été fermée correctement. Pour vérifier que tout est en place, il l’ouvre, permettant sans le vouloir à Bouh, une petite fille, de pénétrer dans son monde.",False
Comédie,35,1022789,Vice-versa 2,Inside Out 2,2024,2024-06-11,7.547,6455,20.1182,en,"Riley, adolescente depuis peu, au moment où le Quartier Cérébral doit être démoli pour faire place à un événement totalement inattendu : de nouvelles Émotions ! Joie, Tristesse, Colère, Peur et Dégoût, qui ont longtemps su contrôler les choses avec succès, ne savent pas comment réagir à l'arrivée d'Anxiété. Et il semblerait qu'elle ne soit pas seule. Elle est venue accompagnée d'Embarras, Envie et Ennui.",False
Comédie,35,1035259,Y a-t-il un flic pour sauver le monde ?,The Naked Gun,2025,2025-07-30,6.413,1427,24.9768,en,"Frank Drebin est le fils du légendaire inspecteur gaffeur du même nom. Son enquête sur un accident d’auto mortel l’amène à rencontrer la séduisante Beth Davenport, sœur de l’infortunée victime. Leur investigation les conduit à Richard Cane, le richissime et génial inventeur d’une automobile électrique révolutionnaire. Au fil de son enquête, Frank découvre que Cane fomente un sombre complot : utiliser une fréquence sonore inaudible pour renvoyer l'humanité à l'état sauvage.",False
Comédie,35,939243,"Sonic 3, le film",Sonic the Hedgehog 3,2024,2024-12-19,7.627,3133,20.3653,en,"Sonic, Knuckles et Tails sont à nouveau réunis face à un puissant nouvel adversaire, Shadow, un mystérieux vilain doté de pouvoirs comme ils n'en ont encore jamais vu. Leurs habiletés étant toutes surclassées, l'Équipe Sonic doit tenter une alliance improbable dans l'espoir d'arrêter Shadow et de protéger la planète.",False
Comédie,35,106646,Le Loup de Wall Street,The Wolf of Wall Street,2013,2013-12-25,8.026,25489,20.7096,en,"Sa licence de courtier en poche, et les narines déjà pleines de cocaïne, Jordan Belfort est prêt à conquérir Wall Street. Ce jour d'octobre, un krach, le plus important depuis 1929, vient piétiner ses rêves de grandeur. C'est finalement à Long Island qu'il échoue et qu'il monte sa propre affaire de courtage. Son créneau : le hors-cote. Sa méthode : l'arnaque. Son équipe : des vendeurs ou des petits trafiquants.",False
Comédie,35,1248226,Une journée incontrôlable,Playdate,2025,2025-11-05,6.0,503,18.1328,en,"Lorsque Brian, comptable au chômage, accepte de passer l'après-midi avec Jeff et leurs fils, il s'attend à un moment tranquille. Mais ils se retrouvent poursuivis par des mercenaires, et Brian, pris au dépourvu, doit surmonter des obstacles plus absurdes les uns que les autres. Ce père de banlieue se retrouve dans une aventure chaotique digne d'un film d'action.",False
Comédie,35,1403735,లైలా,లైలా,2025,2025-02-14,5.2,6,20.2162,te,,False
Comédie,35,150540,Vice-versa,Inside Out,2015,2015-06-17,7.909,23163,17.6606,en,"Riley est déracinée du Mid-Ouest quand son père est muté à San Francisco. Comme tous, Riley est guidée par ses Émotions : Joie, Peur, Colère, Dégoût et Tristesse. Les Émotions vivent au Quartier Cérébral, où elles la conseillent au quotidien. Alors que Riley et ses Émotions se bagarrent, c’est la crise au Quartier Cérébral. Joie, l'Émotion principale de Riley, essaie de rester positive alors que les autres Émotions essaient de s'adapter à la nouvelle vie de Riley.",False
Comédie,35,862,Toy Story,Toy Story,1995,1995-11-22,7.97,19546,19.2782,en,"Dans un monde où les jouets vivent leur vie quand les humains ne sont pas présents, Toy Story emmène les spectateurs dans un voyage fantastique vu principalement par les yeux de deux rivaux : Woody, un cow-boy, et Buzz l'Éclair, un ranger de l’espace. Ce duo va devoir apprendre à mettre ses différences de côté et s'allier, lorsqu’il sera séparé de son propriétaire Andy.",False
